id,predicted_price
2591820310,464459.0
7974200820,622497.5
7701450110,1044468.1
9522300010,1336126.0
9510861140,536390.4
1761300310,289312.7
7732410120,617511.8
7010701383,411580.38
291310170,321116.56
4232901990,416343.03
6840701125,512616.62
3971700580,340980.34
4202400078,273135.22
4202400078,273137.56
6064800090,322396.75
2626119028,293515.25
3303980660,1060624.8
862000020,310832.8
2386000070,839058.25
1138000450,244542.7
1775800420,385927.03
2291401425,291906.78
2025770560,1221232.9
3525069037,626828.4
9324800450,628604.56
8080400136,378487.78
8651540040,413038.78
9407001790,243150.66
1773101530,188514.84
9432900250,422138.3
1794500695,469631.94
2220069003,441793.03
923000120,481515.97
5728000060,387696.97
16000200,398649.6
1926059094,378919.72
6672900220,700507.9
3629860060,776952.75
1822069109,440241.9
6675500105,281602.4
249000180,768091.4
226059065,359496.78
396100110,238802.45
9264450460,402140.8
7853361210,304258.16
9474700020,210919.05
421000455,195364.17
3755200220,263546.0
7960100075,287283.06
9477100490,267656.7
9138100350,729669.3
1624049275,320625.4
2770606890,261249.53
1157200189,623763.25
2770601800,308935.5
9301300805,311567.66
2325069032,1126358.9
1021079099,376388.88
7215730040,644596.2
1853200080,424229.25
3224600340,587321.9
3222049120,497045.5
2113700025,286709.66
7893207925,241331.16
3586501085,452119.8
8024200010,356605.62
7116500705,220145.33
1598600209,379194.47
7204200025,1218619.9
4206901505,356106.72
2937300440,667764.7
7205000180,395779.72
8718500665,288775.16
5318101765,682619.2
4122700020,493234.84
8078700020,423767.5
3303980680,992531.3
8924100372,728576.25
2781270210,227435.89
519000043,351105.75
3225069301,1320986.6
151000075,453202.47
2297400020,325953.28
6617500085,624425.1
104510180,267593.16
3528900060,814653.5
3345100286,529691.94
1226039130,453014.94
8712100720,560588.4
3037200010,292034.6
3626039268,375977.38
104510230,285561.38
5112800060,363004.97
6072400280,537367.8
5317100570,788818.56
9528102993,346774.06
2919201095,337611.25
6181400920,320056.88
185000161,324263.2
8691400010,671635.7
3345700165,429155.47
6151800486,202621.52
4340000080,719987.8
4136960010,910110.2
3634100030,345219.25
1624059224,930410.7
2788400090,324104.6
9828200762,415860.1
7524400250,466317.75
3528000290,669588.5
5700003630,1570915.8
2720069019,351235.0
7227501170,209820.03
2397101270,442983.62
6792100090,564531.06
2770602265,476399.75
3971700937,262592.4
422049203,281848.78
3076500830,206431.56
1423400260,268470.4
9161100795,342149.44
3126049052,346360.56
5100401468,262312.06
514500235,279367.78
1423200170,220148.06
1402100070,486114.28
624110020,789855.1
2407000145,242288.64
1890000225,563797.2
1320069271,277909.2
5490700085,284156.34
263000155,379076.6
3726800201,365667.2
5153200358,352931.0
2725079018,627710.1
7165700200,308059.94
9429000170,405203.66
8718500075,310652.62
1760650950,308686.06
1068000559,986811.75
4113800500,574620.56
4077800507,444237.56
2725069150,757197.9
4008400035,781253.3
7016310270,353435.22
1432701230,231399.4
3278606050,330685.53
2473350710,464414.72
2185000685,181507.78
7792000025,485285.16
6868200029,436824.25
624069003,644022.94
7431500280,682869.9
3296000040,457868.25
1118001215,831622.44
6453900040,743065.9
333100209,579711.44
34001765,574148.94
8946700100,561370.0
5561401210,692698.7
6671900095,332912.88
3275850020,563768.2
3876300600,281845.28
1450900020,261003.98
8562780280,263073.66
7663700973,313223.22
2126049032,338105.84
1823059159,216449.3
3438503426,235935.92
9297301495,407988.94
7140700850,428093.88
7942601805,522232.3
2555900030,333345.25
2887970040,361208.56
7419700010,499101.3
2239000011,297280.03
9283800050,375384.1
9407001340,258075.64
217500140,636976.44
7212660520,263763.0
3298201170,197247.14
3057000400,261705.38
6865200444,348951.3
6071600340,423990.22
6821600005,569860.75
1235100371,560992.7
7796450340,466062.56
3603000410,221513.17
9297300255,499559.4
9126100850,322455.78
2770601462,340463.34
2599001500,294632.56
1102000095,589976.06
1853080640,882303.4
9551201585,863977.3
3438500796,224627.17
7518504291,410608.47
9269200340,333054.8
715010130,1334635.9
1982201485,431805.47
9526500080,303977.12
9277200180,293344.84
6669150280,322176.06
8917100153,449331.8
3760500516,938969.75
2725069050,859509.06
3332000091,264515.7
8562770080,476628.3
8151601190,260885.28
8563040160,496256.4
240000269,837179.1
4307350200,318314.5
1311910300,338353.9
3574900030,407887.0
7853230570,338087.47
320069049,353888.53
9839301060,573970.5
7011201333,501888.3
2781320100,281166.06
3421069120,473607.47
7852030320,380724.34
5316101075,1287426.0
5309100750,371222.38
629000730,373395.34
511700170,361112.8
1562100030,376302.38
2489200230,570200.5
524069116,320190.6
5315100737,731674.75
1868900675,745753.7
1608000120,457595.88
705700240,331278.97
7575600610,365097.8
1778500015,577948.3
5423500240,226287.5
6713700025,293509.1
2734100734,306162.34
301402280,254128.81
2113700205,249172.16
4114601570,1681293.2
3332000615,325838.9
3630050180,300322.8
6852700520,342798.06
6870310010,459163.03
6163900981,312869.44
393000142,408047.28
1771100130,255237.34
1442860160,503068.1
9191200435,410395.9
6788200800,587262.5
1115300070,676409.1
3176600105,552319.5
2770604665,363858.28
5469500580,625814.2
5680000545,352536.06
3424089119,455387.78
1328300180,415686.8
1773100922,347573.62
4123830480,387629.7
9808610190,755054.0
4250200140,320619.0
4217402115,1756654.9
3831250350,486847.3
2397101055,723776.25
6817850110,890095.56
7526800200,473150.12
7853370100,652847.94
2523089025,887116.8
9476200680,286286.44
5714200140,569008.7
3575304895,420974.44
263000018,372483.06
8080400177,333785.53
6450304130,273855.88
514500090,372208.22
9477000300,319878.38
853600310,1248620.8
1951600240,269608.34
1099900120,369039.5
5323100120,387795.72
1223089016,314680.44
522059172,287997.4
1930300190,510697.5
9542840410,298923.25
8665050530,346789.94
5592900205,478016.25
5450300010,323807.38
2459960030,324091.62
3331500455,395626.5
3432500705,303872.22
3702900165,268613.3
5249803550,551398.5
626049058,391998.53
1788900380,196883.67
8075400360,283395.06
9113200250,599835.2
2738640040,643654.5
7821200307,353564.7
3530440140,364663.53
3582700130,319557.9
9276200569,481922.1
7197800020,416803.06
686200490,371017.1
3501600100,281015.12
6383000690,475172.8
7604400150,264175.84
5249801411,721109.25
2607720420,414644.72
9561100010,362162.28
1796370590,260656.98
4077800593,285303.88
854000165,286095.12
5536100010,284577.5
4188000670,765046.56
31000165,1118537.1
662350050,736421.06
4137000280,351232.66
6169901130,927726.0
1953400510,328177.53
7518506716,667358.5
1552520010,287922.7
7955080270,332251.56
9212900100,365389.0
3438500798,224690.38
7899800890,222587.23
4319200605,340603.97
1329300480,420814.7
8935100100,611079.4
5016001260,238397.66
4337600280,341182.0
1446401220,224686.3
7135521530,590881.5
6888900115,268737.6
2413301070,410197.9
345700040,260944.27
5566100145,282263.03
7634800070,394982.6
9346910500,561699.9
3529300060,430877.88
8128600060,1056449.5
8572900275,205937.62
4139420590,1353250.9
9274200322,454359.7
1472700200,351043.8
8820903380,426593.7
8563010130,591002.7
8965450110,673239.56
